Country Name,Country Code,Series Name,Series Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017]
Estonia,EST,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,..,..,..,11933.3956789654,11991.1166458426,12759.7064538942,13588.5306608657,15537.6274045005,16366.9138392452,16252.9512868587,17809.2060020081,18994.7307034058,20415.7379964141,22098.796686368,23735.7973395796,26137.541322585,28847.3857311452,31174.0544093025,29667.0656506567,25433.9416616962,26182.0559583368,28215.944730374,29197.8520485886,29696.409224341,30663.8502068091,31209.0979746975,32021.0631794111,33820.9187318032
Estonia,EST,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..,..,..,5794.27823962398,5946.61846659303,6460.46013576893,6870.95527733516,7966.30645486429,8438.26469925153,8419.57135494532,9437.24278918913,10326.2852655066,11670.3652656957,13123.0280540251,14521.3565698867,16624.9120413037,19310.004739652,22168.6450044105,22830.0903163589,20613.562675507,21812.9227917122,24780.9787761938,26190.5529510261,27642.5853670431,29135.7043979166,29397.1298449963,31231.4711464203,33820.9187318032
Estonia,EST,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,..,..,..,17830020619.0213,17537175970.1779,18331028121.6839,19235842472.3376,21745453369.5576,22687095819.7528,22595568008.8475,24879193646.7153,26366870610.3582,28160448205.3538,30291262593.9384,32341210665.0442,35410487545.305,38851947576.5637,41794431265.4636,39667536810.8365,33941976656.6584,34860752957.1265,37454945456.9429,38619882113.26,39139778268.4538,40309010970.1099,41052665939.6029,42132994720.8374,44555137202.5778
Estonia,EST,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,..,..,..,8657393357.6129,8697012760.05084,9281316686.69026,9726483064.86399,11149124704.3085,11696751242.4557,11705258558.7846,13183686617.8554,14334071471.3286,16097518329.2373,17987997014.2133,19786074394.2991,22523015210.7572,26006907483.4107,29721058984.5131,30525885461.1003,27509108593.9042,29043361374.095,32895237685.6919,34642139626.1105,36432844586.0068,38300194537.7593,38669190378.0171,41094057419.7484,44555137202.5778
Estonia,EST,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,..,..,..,..,39.6690168253366,31.4584807106849,22.5380025740831,9.91710082341002,6.88960166081118,6.68638532353863,3.71094471584692,6.76282143114713,4.8137306613371,3.89598353588181,4.67484070100006,5.9083332224436,9.0229400054041,12.4161048865342,6.90086702302773,-0.175091957590325,1.82629131260749,5.38582158530893,4.0230549588062,4.04323343937382,2.94872048750202,1.11874587447134,1.70903496217103,3.64009291322634
Estonia,EST,Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,..,..,..,..,..,..,..,..,..,..,100,104.4065327,99.63668788,98.39753708,98.10098514,96.30037061,94.39689141,97.34959083,94.69962762,98.59091645,97.92736205,96.68386365,94.44985945,94.94051523,94.2502808,94.24876044,95.93711633,94.88493114
Slovak Republic,SVK,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,..,..,..,..,..,..,9.5867,8.52783,..,8.59327,7.44282,8.87773,9.41757,10.56774,10.86331,9.46612,9.58011,9.71228,9.54827,9.09838,9.76616,9.70747,9.62131,9.86131,10.06451,10.28055,9.41514,..
Slovak Republic,SVK,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,..,..,12008.8143934179,12190.5186990336,12896.087162974,13609.7844729651,14480.0549560561,15309.8267391093,15912.5141063666,15879.4463800853,16086.4469675584,16640.2915879572,17396.9989115121,18365.75911567,19339.2029579838,20618.1050845629,22368.2089161956,24783.9069441182,26143.1528373497,24683.9895571553,26071.8143095987,26784.0698504113,27245.4383280104,27398.7548936592,28125.5797938857,29453.7679680787,30040.4540688654,30905.9059639895
Slovak Republic,SVK,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..,..,7163.00048013817,7457.29304393477,8057.38184937958,8681.57553126822,9390.64129649923,10082.7321914949,10622.8246415435,10714.1771288139,11380.8310273659,12391.2733371517,13312.203306834,14165.6120561322,15212.5134767909,16639.3941239799,18891.2397697264,21200.328642364,23725.8577558996,23102.8127137402,25171.6131071418,26049.7923842016,26933.4222167626,27967.1723033741,28991.5658308395,29924.1215483702,29651.5654808572,30905.9059639895
Slovak Republic,SVK,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,..,..,63706952498.112,64918230180.5569,68946750578.1101,72975650734.2546,77806562578.7286,82417252496.2063,85776661890.5951,85685810255.8679,86685358503.0215,89505915292.8408,93542132211.2962,98686092522.4043,103895613267.117,110777099325.075,120185594390.001,133204131507.81,140630110466.715,132957989454.599,140564309679.571,144590694135.343,147331860148.344,148320227950.05,152402644824.559,159751376159.033,163143637876.286,168104392708.322
Slovak Republic,SVK,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,..,..,37999832155.1407,39712359933.3311,43077430360.1754,46550599317.0847,50459305707.5984,54278281461.8849,57262506195.4346,57813914070.6221,61328111773.7871,66651011241.1851,71578545706.9555,76117131516.5072,81725881901.094,89400253225.0781,101503651409.687,113943752728.48,127626916993.841,124441129018.167,135710939711.011,140626782410.196,145644608377.499,151397294776.879,157095119197.712,162302480378.172,161031662510.308,168104392708.322
Slovak Republic,SVK,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,..,..,..,15.5779092259495,13.4484872323922,9.89107205230411,4.53846019392323,4.78876855622963,4.85331456575149,7.2150541826559,9.4895320837185,5.1214846027507,3.93782511312182,5.32528197063378,5.73872830171285,2.54310465575838,2.89907382207626,1.11554449771816,2.8580749443984,-1.16122294817393,0.487940516761356,1.67173222680177,1.26693526740689,0.511053251620638,-0.190516476841267,-0.218499940516054,-0.507606740935998,1.21489608876726
Slovak Republic,SVK,Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,..,..,..,..,..,..,..,..,..,..,100,97.18906633,98.36739278,100.5655476,102.5367924,102.5936662,99.61567613,98.08125032,94.39070446,97.1601842,93.20171981,92.35443244,90.93086232,90.64966657,92.80712976,92.4821588,93.81561838,95.40286665
Slovenia,SVN,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,..,..,..,..,..,..,..,..,..,..,..,13.81725,13.72527,13.69596,13.49902,13.29055,13.3197,12.89666,12.54904,12.30418,12.08019,12.07168,12.63184,9.99504,11.27432,11.21851,11.74521,..
