Country Name,Country Code,Series Name,Series Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Latvia,LVA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,30703329,55933000,282828000,244039000,331352000,474354000,371400000,348100000,324184857.470559,173500715.825038,160090702.160429,316652176.393834,591589970.743147,809856372.419331,1705667383.81543,2713412662.12004,1434273758.18365,-150022148.439267,474983591.197691,1519518896.45563,1080778947.54653,989283879.359479,1041084910.43514,812843819.517903,333187719.940926,1136438829.79794,446985589.697802,898995181.682903
Latvia,LVA,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,..,..,..,..,..,4.22906702096688,5.56706296943413,7.28825438674266,5.19739879974103,4.63019328626266,4.08591416658282,2.08165516986893,1.67986948137711,2.69911509645225,4.12105393113462,4.78939510472563,7.95672123597261,8.7818445198775,4.02230580857391,-0.571493336036068,1.99605492455877,5.37948468770827,3.83652034613006,3.26749906774635,3.31737629865136,3.00052871734961,1.20136307572388,3.76326282351134,1.29902819789044,..
Poland,POL,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,89000000,291000000,678000000,1715000000,1875000000,3659000000,4500000000,4910000000,6383000000,7407000000,9335000000,5677000000,4091000000,5371000000,13868000000,11041000000,21473000000,25031000000,14574000000,14025000000,18395000000,18485000000,7358000000,795000000,19776000000,15065000000,18321000000,11762000000,16697000000,15029000000
Poland,POL,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.13489396412259,0.340347151546106,0.718699593656418,1.78560933140963,1.69218647040911,2.57427114188979,2.81350441304015,3.08576414108989,3.66022320890856,4.36430670724372,5.43093783131111,2.97971990127889,2.05908338956622,2.46927713877035,5.43625148168075,3.60669456257042,6.22859588119167,5.83386773380038,2.730155287158,3.18897736349008,3.83771675460701,3.49543777731258,1.47053880970281,0.151649742439925,3.62603488662718,3.15446602259938,3.8813375444358,2.23520169153178,2.85095298315748,..
Romania,ROU,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,10000,40000000,77000000,94000000,341000000,419000000,263000000,1215000000,2031000000,1041000000,1037000000,1157000000,1144000000,1844000000,6443000000,6498650462.86646,11006614841.8417,10103086514.314,13667824244.7472,4637684879.54339,3213737651.98388,2370097222.61814,3047569714.39734,3854819397.63757,3869197075.10542,4317731472.30633,6252035766.42823,5952909608.10492,7343560129.25217,6911103582.83713
Romania,ROU,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2.56440144538991E-05,0.137937292980625,0.306508326146089,0.356561754459517,1.13385318070474,1.11926392137282,0.712021742757537,3.4153277830283,4.87119059006639,2.89546442357927,2.78364907490871,2.86422829951768,2.48338789596215,3.18995235455216,8.59379835488661,6.60077823288976,9.02011511487348,5.78690882845609,6.37748719516936,2.66374866700264,1.93336391578931,1.29200636159222,1.78016129261889,2.01876838605237,1.93821518505031,2.42714469130926,3.3168330184547,2.81201621442387,3.06553244735289,..
Slovak Republic,SVK,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,198834261.915409,269877766.169793,236132979.234655,350826240.038055,176706776.809273,646612354.420818,338895206.310939,2183119136.13344,1532584052.08438,4212437461.03101,969200518.93397,4063498784.60239,3923508331.4958,5701436726.94249,5058234422.17007,4640891412.00327,1521083444.32745,2115832960.23968,5431592591.915,1776566141.06016,1003902970.22301,-362783502.213315,1520387925.93414,4742874363.71757,4225581974.33236,2551913226.95168,2312686694.36621
Slovak Republic,SVK,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,..,..,..,1.20354793246607,1.3384844777645,0.913822141452238,1.25631433580972,0.637791805449138,2.1657701630621,1.11283267878467,7.48413662230409,4.9836646717731,11.9908813300246,2.07020745471774,7.08766083684688,6.24908696725425,8.06334335060879,5.85077572963109,4.61920382042022,1.70819408331322,2.34612932385008,5.48659453666099,1.88162512841785,1.01687891314575,-0.358583708498612,1.71878431680429,5.29098074907926,4.43670542590903,2.4096332473905,..
Slovenia,SVN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,111000000,112600000,116900000,150400000,173300000,334500000,215700000,106600000,135800000,501200000,1849800000,535600000,763100000,970800000,692021551.718715,1884506372.67517,1080741791.92196,-346971372.900945,319143932.575037,875946337.676014,33537889.4917932,104022716.628641,1019380613.49717,1730147099.28223,1446274234.68466,1196228604.69281,1523856931.75901,1381687633.80574
Slovenia,SVN,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,..,..,0.847259907021758,0.849239579131144,0.776763726668423,0.704376280838082,0.805775433674678,1.61103098465237,0.973980580126142,0.469368144335286,0.66930750249216,2.40080747120056,7.87487724277896,1.80733992216734,2.21736097143392,2.68129418565538,1.7527944188078,3.92553373703866,1.94544191956981,-0.688871869815731,0.662657066374074,1.70032628994743,0.0719999143700849,0.214914547453937,2.04159148472,4.0151778847441,3.23902450718341,2.46941796278849,2.82154073245912,..
Lithuania,LTU,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,10000000,30175186.8400218,31304837.6374329,72557500,152400000,362287500,918775000,564537500,380272500,442400000,660790497.921648,217398839.893754,871636185.309164,1292673341.91889,2259320966.19346,2601625489.59341,1727660745.67137,-360225678.65462,1102761171.53247,1881321392.61323,676639240.902079,714214806.659026,356531512.743346,1043676603.7927,962458735.885536,1191438300.52159,867654602.336174,1353295478.3658
Lithuania,LTU,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,..,..,..,..,..,0.921858814008586,1.81750767499053,3.57981890960496,8.17389235417675,5.14484410808337,3.29548081034089,3.61069201353762,4.62791681697207,1.15621832066264,3.84829517412723,4.94792285067614,7.47721889862973,6.54691655374407,3.61053468391111,-0.962123928853113,2.97844580659466,4.33293886930449,1.57995135963288,1.53756635737608,0.735341378941383,2.52142105939556,2.23713298181508,2.50128959295448,1.62393741894618,..
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated: 05/28/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
